audio|text|speaker_id|duration|dnsmos
wavs/000028.wav|Vilken smak vill du ha — jordgubb, päron eller hallon?|sv_female|3.660|4.0
wavs/000029.wav|Godiset är slut snart, passa på medan det finns!|sv_female|3.540|4.0
wavs/000030.wav|Hej på dig! Vill du ha något sött av CandyTron?|sv_female|3.100|4.0
wavs/000031.wav|Jag fyller på skålen med nytt godis varje morgon.|sv_female|3.420|4.0
wavs/000032.wav|En klubba i handen är bättre än tio i skåpet.|sv_female|4.620|4.0
wavs/000033.wav|Säg trollformeln godis tack, så delar jag ut.|sv_female|3.260|4.0
wavs/000034.wav|CandyTron ser till att ingen går hem utan godis.|sv_female|3.260|4.0
wavs/000035.wav|Det knastrar och glittrar, det måste vara godis!|sv_female|2.980|4.0
wavs/000036.wav|Vill du ha en stor eller en liten godispåse?|sv_female|2.820|4.0
wavs/000037.wav|Idag bjuder jag på chokladpraliner till fikat.|sv_female|3.700|4.0
wavs/000038.wav|Sträck dig mot skålen, godiset väntar.|sv_female|3.220|4.0
wavs/000039.wav|Lite kola fastnar i tänderna men smakar himmelskt.|sv_female|4.220|4.0
wavs/000040.wav|Jag är programmerad att sprida sötma och glädje.|sv_female|3.860|4.0
wavs/000041.wav|Här har du din dagliga dos av godis.|sv_female|2.860|4.0
wavs/000042.wav|Godisregn över alla snälla barn idag!|sv_female|3.100|4.0
wavs/000043.wav|Vill du ha godis nu eller spara det till senare?|sv_female|3.780|4.0
wavs/000044.wav|CandyTron räknar ner: tre, två, ett — godis!|sv_female|4.180|4.0
wavs/000045.wav|En handfull godis till dig och en till din vän.|sv_female|3.020|4.0
wavs/000046.wav|Smaska på en kola medan jag hämtar mer.|sv_female|2.780|4.0
wavs/000047.wav|Choklad gör allting bättre, tycker CandyTron.|sv_female|4.260|4.0
wavs/000048.wav|Öppna handen, här kommer en regnbåge av godis.|sv_female|3.420|4.0
wavs/000049.wav|Tack för att du hälsade på CandyTron, ta en godbit på vägen ut!|sv_female|3.700|4.0
wavs/000050.wav|Hej, jag är CandyTron, din godisrobot!|sv_female|2.700|4.0
wavs/000051.wav|Idag delar jag ut godis till alla som vill ha.|sv_female|3.860|4.0
wavs/000052.wav|Kom fram och sträck ut handen, så får du en godbit.|sv_female|3.380|4.0
wavs/000053.wav|Vill du ha en klubba eller en bit choklad?|sv_female|2.460|4.0
wavs/000054.wav|Här har du lite godis, smaklig måltid!|sv_female|3.220|4.0
wavs/000055.wav|Var så god, ta en näve godis ur skålen.|sv_female|4.340|4.0
wavs/000056.wav|Jag älskar att dela ut godis till barnen.|sv_female|3.700|4.0
wavs/000057.wav|Det finns lakrits, kola och choklad att välja mellan.|sv_female|3.700|4.0
wavs/000058.wav|Räck fram handen så trollar jag fram en godbit.|sv_female|3.020|4.0
wavs/000059.wav|CandyTron har alltid godis i lager.|sv_female|3.940|4.0
wavs/000060.wav|En liten godis gör dagen lite sötare.|sv_female|3.980|4.0
wavs/000061.wav|Vill du smaka på min favoritchoklad?|sv_female|2.580|4.0
wavs/000062.wav|Godis till vänster, choklad till höger, välj själv!|sv_female|4.900|4.0
wavs/000063.wav|Idag är det godisdag hemma hos oss.|sv_female|2.460|4.0
wavs/000064.wav|Tryck på knappen så får du en överraskningsgodis.|sv_female|3.460|4.0
wavs/000065.wav|Jag är CandyTron, godisautomaten med ett hjärta.|sv_female|7.860|4.0
wavs/000066.wav|Sträck ut handen, blunda, och öppna ögonen — en godbit!|sv_female|4.260|4.0
wavs/000067.wav|Sockret flödar och godiset väntar på dig.|sv_female|3.260|4.0
wavs/000068.wav|Här kommer en sur klubba, akta tänderna!|sv_female|3.500|4.0
wavs/000069.wav|Vill du ha mer godis? Säg bara till.|sv_female|3.100|4.0
wavs/000070.wav|Min skål är full av färgglatt godis idag.|sv_female|3.660|4.0
wavs/000071.wav|Choklad smälter i munnen, inte i handen.|sv_female|3.500|4.0
wavs/000072.wav|Ta en godbit och le, det är gratis idag.|sv_female|4.220|4.0
wavs/000073.wav|CandyTron önskar dig en söt och härlig dag.|sv_female|4.140|4.0
wavs/000074.wav|Lakrits för de modiga, choklad för de söta.|sv_female|4.140|4.0
wavs/000075.wav|En godis om dagen håller tristessen borta.|sv_female|4.060|4.0
wavs/000076.wav|Jag räknar godisbitarna så att alla får lika mycket.|sv_female|4.300|4.0
wavs/000077.wav|Kom igen, du förtjänar verkligen en extra godbit.|sv_female|3.620|4.0
wavs/000078.wav|Vilken smak vill du ha — jordgubb, päron eller hallon?|sv_female|3.580|4.0
wavs/000079.wav|Godiset är slut snart, passa på medan det finns!|sv_female|3.580|4.0
wavs/000080.wav|Hej på dig! Vill du ha något sött av CandyTron?|sv_female|3.020|4.0
wavs/000081.wav|Jag fyller på skålen med nytt godis varje morgon.|sv_female|4.260|4.0
wavs/000082.wav|En klubba i handen är bättre än tio i skåpet.|sv_female|3.420|4.0
wavs/000083.wav|Säg trollformeln godis tack, så delar jag ut.|sv_female|2.980|4.0
wavs/000084.wav|CandyTron ser till att ingen går hem utan godis.|sv_female|3.260|4.0
wavs/000085.wav|Det knastrar och glittrar, det måste vara godis!|sv_female|3.140|4.0
wavs/000086.wav|Vill du ha en stor eller en liten godispåse?|sv_female|3.020|4.0
wavs/000087.wav|Idag bjuder jag på chokladpraliner till fikat.|sv_female|3.620|4.0
wavs/000088.wav|Sträck dig mot skålen, godiset väntar.|sv_female|3.540|4.0
wavs/000089.wav|Lite kola fastnar i tänderna men smakar himmelskt.|sv_female|4.020|4.0
wavs/000090.wav|Jag är programmerad att sprida sötma och glädje.|sv_female|3.180|4.0
wavs/000091.wav|Här har du din dagliga dos av godis.|sv_female|2.980|4.0
wavs/000092.wav|Godisregn över alla snälla barn idag!|sv_female|3.020|4.0
wavs/000093.wav|Vill du ha godis nu eller spara det till senare?|sv_female|3.660|4.0
wavs/000094.wav|CandyTron räknar ner: tre, två, ett — godis!|sv_female|5.060|4.0
wavs/000095.wav|En handfull godis till dig och en till din vän.|sv_female|3.460|4.0
wavs/000096.wav|Smaska på en kola medan jag hämtar mer.|sv_female|2.540|4.0
wavs/000097.wav|Choklad gör allting bättre, tycker CandyTron.|sv_female|4.580|4.0
wavs/000098.wav|Öppna handen, här kommer en regnbåge av godis.|sv_female|3.460|4.0
wavs/000099.wav|Tack för att du hälsade på CandyTron, ta en godbit på vägen ut!|sv_female|4.020|4.0
wavs/000100.wav|Hej, jag är CandyTron, din godisrobot!|sv_female|2.780|4.0
wavs/000101.wav|Idag delar jag ut godis till alla som vill ha.|sv_female|3.140|4.0
wavs/000102.wav|Kom fram och sträck ut handen, så får du en godbit.|sv_female|3.580|4.0
wavs/000103.wav|Vill du ha en klubba eller en bit choklad?|sv_female|3.140|4.0
wavs/000104.wav|Här har du lite godis, smaklig måltid!|sv_female|3.340|4.0
wavs/000105.wav|Var så god, ta en näve godis ur skålen.|sv_female|3.900|4.0
wavs/000106.wav|Jag älskar att dela ut godis till barnen.|sv_female|3.940|4.0
wavs/000107.wav|Det finns lakrits, kola och choklad att välja mellan.|sv_female|4.020|4.0
wavs/000108.wav|Räck fram handen så trollar jag fram en godbit.|sv_female|3.100|4.0
wavs/000109.wav|CandyTron har alltid godis i lager.|sv_female|4.140|4.0
wavs/000110.wav|En liten godis gör dagen lite sötare.|sv_female|4.180|4.0
wavs/000111.wav|Vill du smaka på min favoritchoklad?|sv_female|2.700|4.0
wavs/000112.wav|Godis till vänster, choklad till höger, välj själv!|sv_female|4.460|4.0
wavs/000113.wav|Idag är det godisdag hemma hos oss.|sv_female|2.900|4.0
wavs/000114.wav|Tryck på knappen så får du en överraskningsgodis.|sv_female|3.300|4.0
wavs/000115.wav|Jag är CandyTron, godisautomaten med ett hjärta.|sv_female|4.780|4.0
wavs/000116.wav|Sträck ut handen, blunda, och öppna ögonen — en godbit!|sv_female|4.740|4.0
wavs/000117.wav|Sockret flödar och godiset väntar på dig.|sv_female|3.180|4.0
wavs/000118.wav|Här kommer en sur klubba, akta tänderna!|sv_female|3.820|4.0
wavs/000119.wav|Vill du ha mer godis? Säg bara till.|sv_female|3.620|4.0
wavs/000120.wav|Min skål är full av färgglatt godis idag.|sv_female|4.540|4.0
wavs/000121.wav|Choklad smälter i munnen, inte i handen.|sv_female|3.100|4.0
wavs/000122.wav|Ta en godbit och le, det är gratis idag.|sv_female|4.220|4.0
wavs/000123.wav|CandyTron önskar dig en söt och härlig dag.|sv_female|3.660|4.0
wavs/000124.wav|Lakrits för de modiga, choklad för de söta.|sv_female|4.420|4.0
wavs/000125.wav|En godis om dagen håller tristessen borta.|sv_female|2.860|4.0
wavs/000126.wav|Jag räknar godisbitarna så att alla får lika mycket.|sv_female|4.660|4.0
wavs/000127.wav|Kom igen, du förtjänar verkligen en extra godbit.|sv_female|3.580|4.0
wavs/000128.wav|Vilken smak vill du ha — jordgubb, päron eller hallon?|sv_female|3.940|4.0
wavs/000129.wav|Godiset är slut snart, passa på medan det finns!|sv_female|3.860|4.0
wavs/000130.wav|Hej på dig! Vill du ha något sött av CandyTron?|sv_female|3.180|4.0
wavs/000131.wav|Jag fyller på skålen med nytt godis varje morgon.|sv_female|3.100|4.0
wavs/000132.wav|En klubba i handen är bättre än tio i skåpet.|sv_female|2.980|4.0
wavs/000133.wav|Säg trollformeln godis tack, så delar jag ut.|sv_female|2.940|4.0
wavs/000134.wav|CandyTron ser till att ingen går hem utan godis.|sv_female|3.820|4.0
wavs/000135.wav|Det knastrar och glittrar, det måste vara godis!|sv_female|3.060|4.0
wavs/000136.wav|Vill du ha en stor eller en liten godispåse?|sv_female|2.900|4.0
wavs/000137.wav|Idag bjuder jag på chokladpraliner till fikat.|sv_female|2.740|4.0
wavs/000138.wav|Sträck dig mot skålen, godiset väntar.|sv_female|2.980|4.0
wavs/000139.wav|Lite kola fastnar i tänderna men smakar himmelskt.|sv_female|4.220|4.0
wavs/000140.wav|Jag är programmerad att sprida sötma och glädje.|sv_female|4.420|4.0
wavs/000141.wav|Här har du din dagliga dos av godis.|sv_female|2.780|4.0
wavs/000142.wav|Godisregn över alla snälla barn idag!|sv_female|2.740|4.0
wavs/000143.wav|Vill du ha godis nu eller spara det till senare?|sv_female|3.420|4.0
wavs/000144.wav|CandyTron räknar ner: tre, två, ett — godis!|sv_female|5.060|4.0
wavs/000145.wav|En handfull godis till dig och en till din vän.|sv_female|2.980|4.0
wavs/000146.wav|Smaska på en kola medan jag hämtar mer.|sv_female|4.060|4.0
wavs/000147.wav|Choklad gör allting bättre, tycker CandyTron.|sv_female|3.940|4.0
wavs/000148.wav|Öppna handen, här kommer en regnbåge av godis.|sv_female|3.300|4.0
wavs/000149.wav|Tack för att du hälsade på CandyTron, ta en godbit på vägen ut!|sv_female|3.700|4.0
wavs/000150.wav|Hej, jag är CandyTron, din godisrobot!|sv_female|2.580|4.0
wavs/000151.wav|Idag delar jag ut godis till alla som vill ha.|sv_female|3.700|4.0
wavs/000152.wav|Kom fram och sträck ut handen, så får du en godbit.|sv_female|3.460|4.0
wavs/000153.wav|Vill du ha en klubba eller en bit choklad?|sv_female|2.660|4.0
wavs/000154.wav|Här har du lite godis, smaklig måltid!|sv_female|4.380|4.0
wavs/000155.wav|Var så god, ta en näve godis ur skålen.|sv_female|4.260|4.0
wavs/000156.wav|Jag älskar att dela ut godis till barnen.|sv_female|3.460|4.0
wavs/000157.wav|Det finns lakrits, kola och choklad att välja mellan.|sv_female|4.100|4.0
wavs/000158.wav|Räck fram handen så trollar jag fram en godbit.|sv_female|3.420|4.0
wavs/000159.wav|CandyTron har alltid godis i lager.|sv_female|2.580|4.0
wavs/000160.wav|En liten godis gör dagen lite sötare.|sv_female|3.860|4.0
wavs/000161.wav|Vill du smaka på min favoritchoklad?|sv_female|2.340|4.0
wavs/000162.wav|Godis till vänster, choklad till höger, välj själv!|sv_female|4.540|4.0
wavs/000163.wav|Idag är det godisdag hemma hos oss.|sv_female|3.740|4.0
wavs/000164.wav|Tryck på knappen så får du en överraskningsgodis.|sv_female|3.660|4.0
wavs/000165.wav|Jag är CandyTron, godisautomaten med ett hjärta.|sv_female|9.140|4.0
wavs/000166.wav|Sträck ut handen, blunda, och öppna ögonen — en godbit!|sv_female|4.420|4.0
wavs/000167.wav|Sockret flödar och godiset väntar på dig.|sv_female|4.260|4.0
wavs/000168.wav|Här kommer en sur klubba, akta tänderna!|sv_female|3.500|4.0
wavs/000169.wav|Vill du ha mer godis? Säg bara till.|sv_female|2.700|4.0
wavs/000170.wav|Min skål är full av färgglatt godis idag.|sv_female|3.620|4.0
wavs/000171.wav|Choklad smälter i munnen, inte i handen.|sv_female|3.660|4.0
wavs/000172.wav|Ta en godbit och le, det är gratis idag.|sv_female|4.220|4.0
wavs/000173.wav|CandyTron önskar dig en söt och härlig dag.|sv_female|3.500|4.0
wavs/000174.wav|Lakrits för de modiga, choklad för de söta.|sv_female|4.340|4.0
wavs/000175.wav|En godis om dagen håller tristessen borta.|sv_female|4.460|4.0
wavs/000176.wav|Jag räknar godisbitarna så att alla får lika mycket.|sv_female|3.460|4.0
wavs/000177.wav|Kom igen, du förtjänar verkligen en extra godbit.|sv_female|3.540|4.0
wavs/000178.wav|Vilken smak vill du ha — jordgubb, päron eller hallon?|sv_female|3.500|4.0
wavs/000179.wav|Godiset är slut snart, passa på medan det finns!|sv_female|3.580|4.0
wavs/000180.wav|Hej på dig! Vill du ha något sött av CandyTron?|sv_female|3.180|4.0
wavs/000181.wav|Jag fyller på skålen med nytt godis varje morgon.|sv_female|3.820|4.0
wavs/000182.wav|En klubba i handen är bättre än tio i skåpet.|sv_female|3.100|4.0
wavs/000183.wav|Säg trollformeln godis tack, så delar jag ut.|sv_female|3.020|4.0
wavs/000184.wav|CandyTron ser till att ingen går hem utan godis.|sv_female|3.940|4.0
wavs/000185.wav|Det knastrar och glittrar, det måste vara godis!|sv_female|3.180|4.0
wavs/000186.wav|Vill du ha en stor eller en liten godispåse?|sv_female|2.700|4.0
wavs/000187.wav|Idag bjuder jag på chokladpraliner till fikat.|sv_female|3.340|4.0
wavs/000188.wav|Sträck dig mot skålen, godiset väntar.|sv_female|3.900|4.0
wavs/000189.wav|Lite kola fastnar i tänderna men smakar himmelskt.|sv_female|4.060|4.0
wavs/000190.wav|Jag är programmerad att sprida sötma och glädje.|sv_female|3.940|4.0
wavs/000191.wav|Här har du din dagliga dos av godis.|sv_female|2.820|4.0
wavs/000192.wav|Godisregn över alla snälla barn idag!|sv_female|2.900|4.0
wavs/000193.wav|Vill du ha godis nu eller spara det till senare?|sv_female|4.660|4.0
wavs/000194.wav|CandyTron räknar ner: tre, två, ett — godis!|sv_female|4.140|4.0
wavs/000195.wav|En handfull godis till dig och en till din vän.|sv_female|3.420|4.0
wavs/000196.wav|Smaska på en kola medan jag hämtar mer.|sv_female|3.660|4.0
wavs/000197.wav|Choklad gör allting bättre, tycker CandyTron.|sv_female|4.500|4.0
wavs/000198.wav|Öppna handen, här kommer en regnbåge av godis.|sv_female|3.300|4.0
wavs/000199.wav|Tack för att du hälsade på CandyTron, ta en godbit på vägen ut!|sv_female|3.660|4.0
wavs/000200.wav|om notabene han förbunde sig att uppgiva genom vilka tre den förutgått.|sv_female|4.260|4.0
wavs/000201.wav|Vad äktenskapet beträffar tror jag bestämt att det var så lyckligt det kunde bli då ni gifte er vid en ålder med stadga och lugn efter 31 häftiga känslorna.|sv_female|9.820|4.0
wavs/000202.wav|Det var en riktig gran som blivit tagen hem från skogen. Men på alla grenar och kvistar hade man satt ljus och hängt silver- och guldtrådar, och när ljusen blev tända|sv_female|9.180|4.0
wavs/000203.wav|om än ett törne här och var skulle härinne honom att jorden ej bär rosor utan i törnen|sv_female|6.100|4.0
wavs/000204.wav|Stund om åter var hon utsatt för råa herremens plumpa skämt och ogranlaga frågor, men hon dövade varje frukten och gick med lätt hjärta genom alla vedervärdigheter.|sv_female|14.500|4.0
wavs/000205.wav|Men jag kan tappa blodet ur dig, kan hudflänga dig från topp till tå, så att ditt arms skinn hänger som en trasa.|sv_female|6.340|4.0
wavs/000206.wav|Om jag var för järv, så förlåt mig och tro endast en vän till fröken Edith kunna tala så.|sv_female|6.460|4.0
wavs/000207.wav|Så var det. Slut på Walters åttonde äventyr. Slut på Walters äventyr av Zacharias Topelius.|sv_female|8.220|4.0
wavs/000208.wav|Nä, allt detta saknade vår hjältinna. Hennes skönhet var tvärtom av det slag som alldeles till förbländning slår i ögonen, då man ser den inom den ram som tillhör den,|sv_female|10.100|4.0
wavs/000209.wav|Spökviss mellankomst och Svalgrens inträde bestämde patronen att låta handlingen föregås av ett lämpligt tal.|sv_female|7.340|4.0
wavs/000210.wav|Han aktade sig dock att uppmuntra den, ty det var hälsosammast för Edith att vänta. Förmodligen var det den delade tanken häri som lät Helmer besegra frästelsen.|sv_female|11.180|4.0
wavs/000211.wav|utan så som en soldat i de djupa lederna av de tusende som verkar tyst och obemärkt inom en ringa svär men med icke så ringa välsignelse|sv_female|9.380|4.0
wavs/000212.wav|som har den oförtjänta lyckan att tillbedas av en kvinna, för vilken till och med jag kunde ha var begått den dårskapen att gifta mig utan hemgift,|sv_female|8.340|4.0
wavs/000213.wav|och skildrade alla enskildheterna av det storståtliga bröllopet, vid vilka bland andra Adolf Sparfeldt, då Uppsala student, fungerade som marschall.|sv_female|9.260|4.0
wavs/000214.wav|Kapitel 9 av Från barnaår till silverhår. Första avdelningen. Detta är en LibriVox-inspelning.|sv_female|7.340|4.0
wavs/000215.wav|För att dock på vissa unga damers vanliga sätt uppsöka en lindring i sin förtret viskar hon för guvernanten.|sv_female|6.700|4.0
wavs/000216.wav|även en av de forna baldrottningarna på dagby ty tillade hon skrattande edith lär har försfurit sig till sin spöklika brudgum|sv_female|7.540|4.0
wavs/000217.wav|—Hör du, David har återkommit! Vid dessa ord kastade sig den trogne tjänaren på knä och grät som ett barn.|sv_female|8.340|4.0
wavs/000218.wav|Emellertid tror jag mig ha spanat upp ett annat. Kanske har jag också läst det något städes. Detta vill jag ej bestämma avgöra, sade Edith med en helt filosofisk myn.|sv_female|10.900|4.0
wavs/000219.wav|Du inser det bäst, men det var egentligen ett annat slags lycka som jag önskade att min Ernst skulle lära känna.|sv_female|6.500|4.0
wavs/000220.wav|Hon blev nog alldeles förtjust i mitt stycke, omfamnade mig och hade, tror jag, i henförelsen kysst mig om jag hunnit hastigt trycka mig undan.|sv_female|8.420|4.0
wavs/000221.wav|Då tror jag att straffet vida övergår mina fel. Men ändå, Ernst, känner jag att jag numera kunde fördraga även det.|sv_female|7.260|4.0
wavs/000222.wav|Å, att mamma kunde och ville gissa det enda som skulle bereda sälliten åt mammas övergivna, ensamma Olga.|sv_female|6.340|4.0
wavs/000223.wav|Ah, vad den kan göra för krummsprång! Och så släppte han kattungen ned på stenläggningen och fick den att hoppa efter en gammal trasa som han hade bundit i ett segelgarn.|sv_female|10.100|4.0
wavs/000224.wav|Från denna dag var umgänget med lagmans och assessorns på stadig fot.|sv_female|4.980|4.0
wavs/000225.wav|Invisas nu icke längre, det blir vid vad jag sagt. Men skrivningen, stammade en ödmjuk röst, skrivningen.|sv_female|7.900|4.0
wavs/000226.wav|även känd under bedömningen frökne kerstin göd nu från den på glänt stående dörren till ett litet förmak utanför salen fröken edith låter hälsa herr janne|sv_female|8.820|4.0
wavs/000227.wav|att alla skillnader ändå förar till en enhet, att i graven inga skillnader finnas.|sv_female|5.660|4.0
wavs/000228.wav|mindre förtjusta Olga, som nu fick behålla den söte, för söte kusin Abbe för sig själv, hvor hon redan passerade.|sv_female|7.220|4.0
wavs/000229.wav|Oroa dig ej däröver, min ljuva ängel, men låt Barbro få laga kotletterna imorgon.|sv_female|5.780|4.0
wavs/000230.wav|Lockarna förändrade till flätor, vore med vårslöst koketteri, fästade i vågor under en liten spetsmössa,|sv_female|6.980|4.0
wavs/000231.wav|Jag kan ej bedöma det där. Men om jag nu äntligen ska tillstå sanningen, så hur besynnerligt det låter, skulle det bättre anstått mig om hon visat sig mera konsekvent.|sv_female|19.820|4.0
wavs/000232.wav|Hans öron hade också under denna så lyckliga natt sluppit höra det förfärliga fantomets stämma. Ingen ny förteckning på gräsliga brott blev vältrad på hans samvete.|sv_female|9.660|4.0
wavs/000233.wav|— Åh, låt mig, låt mig, stammade hon, ej gå bort utan välsignelse.|sv_female|5.420|4.0
wavs/000234.wav|Helmerskusk hade fått sina order, såväl för skjuts som driftspengarna, och sålunda hade de, som suttit inuti den enkla men bekväma vagnen, ingenting annat att göra än, vad de och gjorde,|sv_female|11.540|4.0
wavs/000235.wav|När det så var förbi med min nådiga herre, och vi lagt honom ordentligt i kistan och svepte ett lakan om honom, så fördes överstörning från åttar, från kåten och av enhjälm upp på varsin shavott.|sv_female|11.780|4.0
wavs/000236.wav|Och med undran såg han dörren stå öppen och ljus fläckta av och an. Den avskedade sällskapsdamen var nu ensam och i färd med att packa sina koffertar för öppen ridå. Hon visste väl vad hon gjorde.|sv_female|11.900|4.0
wavs/000237.wav|Kapitel 6 av Från barnaår till silverhår, första avdelningen. Detta är en LibriVox-inspelning.|sv_female|7.300|4.0
wavs/000238.wav|och då han såg upp varse blev han en liten äckorre som satt på en gren i lärkträdet och åt på en kotte|sv_female|6.620|4.0
wavs/000239.wav|— Åh, hushållet gick i större än att jag ganska väl övertager det, svarade Edith helt stolt av sin framgång i mjölkkammaren.|sv_female|8.500|4.0
wavs/000240.wav|Men mamma ryckte mig hastigt i armen och iskade sakta. Ligg i enast och sitt stilla. Elgäst måste björkvist som står i korridoren strax före dig hem.|sv_female|10.300|4.0
wavs/000241.wav|Må Janne odel att få äga hennes huldhet, gärna för mig! Som en iskald dusch verkade det namn Maja Lises omilda handgivna örtfil|sv_female|8.740|4.0
wavs/000242.wav|och på den mörka bärnstensfärg skiftade lockarna. Lekfullt skämtade med sina tre nästan andlösa följeslagare. Ty rytten hade stundom gått i galopp.|sv_female|12.100|4.0
wavs/000243.wav|Hon sov. I timmar satt kungen stilla och såg på de två utan att våga röra sig. Men till slut reste han sig sakta och gick ut ur rummet, ut på altanen.|sv_female|10.500|4.0
wavs/000244.wav|– Med ett sådant instrument som det här, – patronen viftade med chambriären, – kan jag ej slå en sådan tjur som dig lam.|sv_female|7.340|4.0
wavs/000245.wav|Frågade farbror Janne, sedan han några dagar förnummit hur Primus lilla raka gestalt, hopskönk under bördan av vissa|sv_female|7.980|4.0
wavs/000246.wav|Slut på kapitel tre Kapitel 4 Dagby, inrikesrapporter|sv_female|5.660|4.0
wavs/000247.wav|men redan i förrgår lovade jag greve h att supera med honom och några vänner emellertid får jag vid middagen här tillfälle att uttrycka återscenets glädje med dessa ord lämnade baronen sin hustru|sv_female|11.260|4.0
wavs/000248.wav|kände hon sina knä ens vikta, Och endast genom det högsta bemödande förmådde hon framkalla sin värdighet och giva ord åt sin bestörtning.|sv_female|8.620|4.0
wavs/000249.wav|förmås att lämna örat åt dem som hade något att förtälja om den förskjutna dottern.|sv_female|5.900|4.0
wavs/000250.wav|Där byggdes vintertids snöfästningar som med lika ivar försvarades och stormades.|sv_female|5.660|4.0
wavs/000251.wav|Hur att kunna säga till honom, jag misstänker dig, för vad, det vet jag icke, men jag känner att jag har något att misstänka. Du väcker min avsky, din åsyn sätter mig i tillstånd av inre raseri.|sv_female|11.580|4.0
wavs/000252.wav|Nåväl, om Herr Helmer har en ursäkt i den förlust han gjort, har jag min ursäkt i den vinst som fallit på min lott.|sv_female|7.380|4.0
wavs/000253.wav|Det är nog att du vill det, Ernst, för att jag är beredd att resa vart som helst. Vad menar farbror?|sv_female|6.060|4.0
wavs/000254.wav|Men det är just det som är knuten, sa björnjägaren och skrattade. Vill du stanna här så ska jag lära dig det.|sv_female|6.900|4.0
wavs/000255.wav|Han var så olik i allt, både till språk och utseende, tyckte jag då. Både mina vänner och mig själv, som var kortväxt, klen och ljushårig, att jag kände mig inför honom helt enkel och generad|sv_female|11.820|4.0
wavs/000256.wav|Det hade ju även varit jämförelsen mellan förr och nu. Borde hon anförtro detta åt sin man, eller borde hon för första gången hålla en tanke hemlig för honom?|sv_female|8.780|4.0
wavs/000257.wav|frågade de beställsamma väninnorna. Vad han förde dig gudomligt, vad han har för ett sätt att dansa. Var det kanske han som blev sjuk? Ingen blev sjuk, svarade Edith kort och avböjande.|sv_female|15.940|4.0
wavs/000258.wav|det var denna generation av granar som givit dalen sitt namn grandalen och den enväldige härskaren över denna lilla fläck|sv_female|7.980|4.0
wavs/000259.wav|Vem faller fröken middag hit upp eller går fröken ned i matsalen? Borde Kerstin.|sv_female|21.700|4.0
wavs/000260.wav|Snart blev salarna fyllda av en otåligt väntande skara och allt emellanåt steg de ut på plakongen för att se om ej den märkvärdiga tingesten skulle försymta fram.|sv_female|9.980|4.0
wavs/000261.wav|Ingenting mer, herr Helmer, avbröt Hortens med ett leende av knappt återhållen förtjusning. Skulle jag behöva tvivla, nämn honom blott.|sv_female|8.780|4.0
wavs/000262.wav|Men den djupa ångestsuck som utpressades ur hans sparm vittnade om den förfärliga ansträngning genom vilken han återvunnit sin besinning.|sv_female|8.260|4.0
wavs/000263.wav|Detta är en LibriVox-inspelning. Alla LibriVox-inspelningar är fria, public domain. För mer information eller för att frivilligt bidra, gå in på LibriVox.org. Inläsning av Lars Rolander.|sv_female|13.580|4.0
